"店名","評価点数","口コミ件数","保存件数","ジャンル","最寄駅","予算(夜)","予算(昼)","店舗URL","住所","郵便番号","緯度","経度","電話番号","営業時間","定休日","席数","個室","禁煙喫煙","予約","受賞・百名店","駐車場","交通手段","写真URL","区分"
"GENTLE Sushi Bar","3.52","231","21590","寿司/海鮮","表参道駅","\15,000～\19,999","\6,000～\7,999","https://tabelog.com/tokyo/A1306/A130602/13251858/","東京都渋谷区神宮前5-47-6 B1F","1500001","35.663825037903095","139.7079912830878","050-3503-7871","月・火・水・木・金 11:30 - 15:00 L.O. 14:00 17:30 - 22:30 L.O. 料理21:30 ドリンク22:00 土 11:30 - 15:30 L.O. 14:30 1","","36席 （カウンター10席、プライベートカウンター6席、個室2部屋（コネクト時最大20名））","有 （4人可、6人可、8人可、10～20人可）","全席禁煙","予約可","","無 近隣にコインパーキングあり","表参道駅B2出口から徒歩7分 表参道駅から430ｍ 表参道駅から436m","https://tblg.k-img.com/restaurant/images/Rvw/258475/640x640_rect_4716e74fcb546314d15f0243df138b47.jpg","初台SC"
"いまここ","3.52","220","23418","日本料理/創作料理/居酒屋","神泉駅","\20,000～\29,999","\8,000～\9,999","https://tabelog.com/tokyo/A1303/A130301/13158104/","東京都渋谷区円山町25-8 1F","1500044","35.65585360870891","139.69348392417922","03-6277-5213","火・水・木・金・土 12:00 - 15:00 L.O. 料理13:00 ドリンク13:30 18:00 - 22:30 L.O. 22:00 月・日","日曜","28席 （カウンター2席／テーブル12席／半個室4席／完全個室10席）","有 （2人可、4人可、6人可、8人可） 半個室あり(最大4名まで）ランチ個室料 2200円（税込）、ディナー個室料5500円 完全個室（別邸）あり（4名?最大10名まで) ランチ個室料 5500円（税込）、ディナー個室料11000円","全席禁煙","予約可","","無 近隣にコインパーキングあり","京王井の頭線【神泉駅】徒歩２分 東京メトロ半蔵門線、東急田園都市線【渋谷駅】徒歩10分 ＪＲ山手線【渋谷駅】ハチ公口 徒歩12分 神泉駅から159m","https://tblg.k-img.com/restaurant/images/Rvw/347287/640x640_rect_7fac1cc8a68c49f895205ee2639a2992.jpg","初台SC"
"マル・デ・クリスチアノ","3.52","217","25403","ポルトガル料理/ヨーロッパ料理","代々木八幡駅","\8,000～\9,999","\6,000～\7,999","https://tabelog.com/tokyo/A1318/A131810/13173123/","東京都渋谷区富ヶ谷1-3-12 サンシティ富ヶ谷 4F","1510063","35.66933773789356","139.68901188315678","03-6804-7923","金 17:00 - 23:00 L.O. 22:00 土・日 12:00 - 15:00 L.O. 14:00 17:00 - 23:00 L.O. 22:00 月・火・水・木","","38席","無","全席禁煙 店外に喫煙スペースあり","予約可","","無","千代田線代々木公園駅より徒歩1分 小田急線代々木八幡駅より徒歩1分 代々木八幡駅から65m","https://tblg.k-img.com/restaurant/images/Rvw/101678/640x640_rect_101678839.jpg","初台SC"
"LATTE ART MANIA TOKYO","3.52","216","9123","カフェ","外苑前駅","-","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130603/13280352/","東京都港区北青山2-9-13","1070061","35.67120703790111","139.71649208315642","","09:00 - 23:00 営業時間・","","11席 （テーブル11席（2人掛け×5、ソファ×1））","無","全席禁煙","予約不可","","無","東京メトロ銀座線外苑前駅2番出口より徒歩1分 表参道駅より徒歩10分 外苑前駅から151m","https://tblg.k-img.com/restaurant/images/Rvw/351407/640x640_rect_a9ad94f1de9123ef661f4f7d31b721dd.jpg","初台SC"
"パニーニ一番","3.52","216","14132","カフェ/サンドイッチ","千駄ケ谷駅","～\999","～\999","https://tabelog.com/tokyo/A1304/A130403/13156338/","東京都渋谷区千駄ヶ谷1-21-3","1510051","35.67860561869961","139.7096753443977","03-6447-0940","月・火・水・木・金・土・日・祝日・祝前日・祝後日 08:00 - 21:00","","4席 （テーブル2席ベンチ2席）","無","全席禁煙","予約不可","","無","JR総武線 千駄ヶ谷駅 徒歩5分 東京メトロ副都心線 北参道駅 徒歩7分 千駄ケ谷駅から304m","https://tblg.k-img.com/restaurant/images/Rvw/177663/640x640_rect_50736d222924008fe76e883a48b17ffd.jpg","初台SC"
"フリーマン食堂","3.52","209","20279","カフェ/ダイニングバー","幡ケ谷駅","\3,000～\3,999","\1,000～\1,999","https://tabelog.com/tokyo/A1318/A131807/13252896/","東京都渋谷区西原2-27-4","1510066","35.67524373788641","139.67836498322393","03-6317-7262","火・水・木・金 12:00 - 15:00 18:00 - 22:00 土・日・祝日 12:00 - 22:00 月","","20席","無","全席禁煙","予約可","","無","幡ケ谷駅から259m","https://tblg.k-img.com/restaurant/images/Rvw/301330/640x640_rect_14ba3d1e73c5a27fe6e0d61a8d7d1687.jpg","初台SC"
"鮨屋のうおきん 神泉","3.52","206","10947","寿司/海鮮","神泉駅","\8,000～\9,999","-","https://tabelog.com/tokyo/A1303/A130301/13297134/","東京都渋谷区神泉町10-16 さつきビル 1F","1500045","35.65559583223853","139.69291214769171","03-6416-9494","月・火・水・木・金・祝前日・祝後日 18:00 - 20:00 20:30 - 23:00 土・日・祝日 17:00 - 19:00 19:30 - 22:00 月曜日?金曜日 18:00～/20:3","","10席 （カウンター10席のみの店舗です。）","無","全席禁煙 店舗周辺でのお煙草も堅くご遠慮願います。","完全予約制","","無","京王井の頭線 【神泉駅】より徒歩3分程度 JR・東急東横線・田園都市線、東京メトロ半蔵門線【渋谷駅】より徒歩15分程度 神泉駅から198m","https://tblg.k-img.com/restaurant/images/Rvw/250588/640x640_rect_7bff29ce52b699dc0b6431b814e40b3d.jpg","初台SC"
"御山","3.52","201","6103","ラーメン","新宿三丁目駅","-","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13311422/","東京都新宿区新宿3-8-2 クロスビル 1F","1600022","35.69069013869095","139.70655438452195","","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 23:30 L.O. 23:00 【不定休】SNS等をご覧ください","","18席 （カウンター席、テーブル席）","無","全席禁煙","予約不可","","無","新宿三丁目駅 C5出口より徒歩1分 新宿三丁目駅から151m","https://tblg.k-img.com/restaurant/images/Rvw/359617/640x640_rect_151bd0dada97e9cc194da84aa0b7f309.jpg","初台SC"
"coffee＆tea BBB","3.52","196","6099","カフェ/喫茶店","西新宿駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13052913/","東京都新宿区西新宿8-5-3 渡邊ビル2F","1600023","35.69461486868404","139.6927093745713","03-6427-6450","火・水・木・金 11:00 - 19:00 土 12:00 - 19:00 月・日","","25席 （カウンター5席、テーブル20席）","無","全席禁煙","予約不可","","無","東京メトロ丸ノ内線西新宿駅1番出口よりすぐ ＪＲ新宿駅西口より徒歩10分 医大交差点前 西新宿駅から39m","https://tblg.k-img.com/restaurant/images/Rvw/354573/640x640_rect_cf6b45899f3d25e2287d52cf8d45a94b.jpg","初台SC"
"旨辛タンメン 誠屋 新宿店","3.52","190","4658","ラーメン/つけ麺","西武新宿駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13292804/","東京都新宿区歌舞伎町1-3-13","1600021","35.69475632868757","139.70406087456476","03-6826-9903","月・火・水・木・金 00:00 - 06:00 11:00 - 15:00 18:00 - 00:00 土・日 00:00 - 07:00 11:00 - 15:00 18:00 - 00:00 営業","","16席 （カウンター12席 テーブル席1卓）","有 （4人可）","全席禁煙","予約可","","無","西武新宿駅から391m","https://tblg.k-img.com/restaurant/images/Rvw/361418/640x640_rect_7ff81b3048a70c053237ce1851c39606.jpg","初台SC"
"CLOVE CAFE&BAKERY","3.52","187","9482","カフェ/パン/ケーキ","表参道駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130602/13305427/","東京都渋谷区神宮前4-2-14 B1F1F","1500001","35.666479984317164","139.71101764290597","03-6910-5422","月・火・水・木・金・土 08:30 - 21:00 日 09:30 - 21:00","","31席","無","全席禁煙","予約不可","","無 近隣にコインパーキングあり","表参道駅からA2出口徒歩1分 表参道駅から199m","https://tblg.k-img.com/restaurant/images/Rvw/284035/320x320_rect_7e9e535067ad8e3acd7394889ff36e4c.jpg","初台SC"
"燗アガリはなれ","3.52","178","13123","ろばた焼き/居酒屋","西武新宿駅","\5,000～\5,999","-","https://tabelog.com/tokyo/A1304/A130401/13291605/","東京都新宿区西新宿7-8-6 新宿ヴィンテージビル B1F","1600023","35.6958163381798","139.69782016603364","03-6279-1578","17:00 - 23:00","不定休","42席 （カウンター17席、個室5室(25席)）","有 （4人可、6人可、8人可）","全席禁煙","予約可","","無","新宿駅西口 徒歩9分 大江戸線新宿西口駅 徒歩5分 大久保駅 徒歩7分 西武新宿駅から209m","https://tblg.k-img.com/restaurant/images/Rvw/234145/640x640_rect_08f52caf290dc3e6b48078a12fbfeb55.jpg","初台SC"
"POSS COFFEE","3.52","174","6835","カフェ","新宿三丁目駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13296393/","東京都新宿区新宿2-11-14 1F","1600022","35.690144898396305","139.70788570232642","","10:00 - 18:00 不定休 営業時間・","","","無","全席禁煙","予約不可","","無","新宿三丁目駅から282m","https://tblg.k-img.com/restaurant/images/Rvw/359419/640x640_rect_358eebd6ff56618d0d0633135d919635.jpg","初台SC"
"SHOGUN BURGER TOKYU KABUKICHO TOWER","3.52","173","3018","ハンバーガー","西武新宿駅","\3,000～\3,999","\2,000～\2,999","https://tabelog.com/tokyo/A1304/A130401/13297969/","東京都新宿区歌舞伎町1-29-1 東急歌舞伎町タワー  1F","1600021","35.695883968685855","139.70092962457838","03-6233-9629","11:00 - 23:00","","10席 （テーブル席10席位(内4人席2席、又は3席に出来ます。)）","無","全席禁煙","予約不可","","有 東急歌舞伎町タワーに24時間駐車場あり30分300円上限1,800円(12時間毎)駐車場未提携","西武新宿線 西武新宿駅から徒歩2分 西武新宿線沿いの東急歌舞伎町タワー裏側1階角 西武新宿駅から81m","https://tblg.k-img.com/restaurant/images/Rvw/358946/640x640_rect_bce50c7278dc28002e4a74bc61773c86.jpg","初台SC"
"レストラン シャルム","3.52","160","9668","フレンチ/ビストロ","南新宿駅","\10,000～\14,999","\5,000～\5,999","https://tabelog.com/tokyo/A1304/A130403/13190210/","東京都渋谷区代々木1-45-6 代々木リーフビル 1F","1510053","35.68226413869356","139.69797755444287","03-6276-3389","月・火・木・金・土・日 12:00 - 15:00 L.O. 13:30 18:00 - 22:00 L.O. 20:00 水","水曜日","20席","無 半個室のご利用は、他のご予約状況・ご予算に応じて対応させて頂いています。ご相談ください。","全席禁煙","予約可","","無 近隣にコインパーキング有り","JR代々木駅西口より徒歩５分 都営大江戸線代々木駅A1出口より徒歩５分(閉鎖中) 小田急線南新宿より徒歩５分 新宿駅よりタクシー10分程度 南新宿駅から156m","https://tblg.k-img.com/restaurant/images/Rvw/45984/640x640_rect_45984520.jpg","初台SC"
"emuN","3.52","158","12355","フレンチ","代々木上原駅","\20,000～\29,999","\10,000～\14,999","https://tabelog.com/tokyo/A1318/A131811/13111543/","東京都渋谷区西原3-11-9 蜂章ビル 3F","1510066","35.66940833789059","139.6798738831639","03-6452-2525","火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 14:30 L.O. 料理13:00 18:00 - 22:30 L.O. 料理20:00 月","月曜日","18席","有 4名様までご利用可能です。 料金として5,500円を頂戴いたします。","全席禁煙","完全予約制","","無 店舗近隣にコインパーキングあり","東京メトロ千代田線・小田急線 【代々木上原駅】北口１出口から徒歩1分 代々木上原駅から46m","https://tblg.k-img.com/restaurant/images/Rvw/112331/640x640_rect_112331893.jpg","初台SC"
"中華そば マルキ食堂","3.52","144","7222","ラーメン","下北沢駅","-","～\999","https://tabelog.com/tokyo/A1318/A131802/13253791/","東京都世田谷区代田6-12-36 1F","1550033","35.66507947869408","139.66531149429218","03-6804-8315","火・水・木・金・土・日 11:00 - 15:00 月","","5席","無","全席禁煙","予約不可","","無","下北沢駅東口より徒歩10分 下北沢駅から432m","https://tblg.k-img.com/restaurant/images/Rvw/311500/640x640_rect_de9794fb371d7cf79fc46287d233c0db.jpg","初台SC"
"すし芦舟","3.52","142","15998","寿司/おでん/日本料理","初台駅","\6,000～\7,999","-","https://tabelog.com/tokyo/A1318/A131807/13221873/","東京都渋谷区本町2-17-14 小泉ビル 1F","1510071","35.682944637882336","139.6809317832999","03-3374-3216","月・火・水・木・金・土・日・祝日・祝前日・祝後日 16:00 - 23:00 L.O. 22:00 不定休","","12席 （全席カウンター）","無","全席禁煙","予約可","","無","初台 徒歩10分 幡ヶ谷 徒歩10分 初台駅から561m","https://tblg.k-img.com/restaurant/images/Rvw/253924/640x640_rect_018b579709c571e36e6cf766cf64e81b.jpg","初台SC"
"cafe 2u","3.52","133","5050","カフェ","東中野駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1319/A131901/13251674/","東京都中野区東中野1-52-2","1640003","35.70494868867516","139.68543937468075","03-6279-3523","月・火・金 12:00 - 19:30 土・日 11:00 - 19:00 水・木","","6席 （カウンター2席、テーブル4席）","無","全席禁煙 もれなく禁煙","予約不可","","無","東中野駅から211m","https://tblg.k-img.com/restaurant/images/Rvw/164517/640x640_rect_ba7684d8ea013a4eaaf2fd13604ba515.jpg","初台SC"
"ディアログ","3.52","131","13044","ビストロ/バル/ワインバー","東北沢駅","\10,000～\14,999","\5,000～\5,999","https://tabelog.com/tokyo/A1318/A131802/13156558/","東京都世田谷区北沢3-23-21 1F","1550031","35.664976768695546","139.66972710428803","03-6804-8820","月・日 12:00 - 14:30 L.O. 14:00 18:00 - 22:00 L.O. 21:00 木・金・土 12:00 - 14:30 L.O. 14:00 18:00 - 23:00 L","火","18席 （テーブル18席（現在カウンター席はご案内しておりません。））","無","全席禁煙 外テーブルに灰皿をご用意しております。","予約可","","無 駐輪場もございません。","小田急線・京王井の頭線 下北沢駅 中央口・東口 徒歩7分 小田急線 東北沢駅 西口 徒歩 6分 下北沢駅中央口・東口をでる 右手にオオゼキを見つつ前方に進み 正面やや左の一番街に入る。 左手モスバーガーさんをそのまま通り過ぎ 突き当たって（納豆せんだい屋さんを）右 そのままいくと、（以前踏切のあった）交差点に突き当たる。 ここが大きな通り・茶沢通り なので左 道なりにすすみ、ファミリーマートさん、お地蔵さんを通り過ぎると 左手におみせ。 東北沢駅から306m","https://tblg.k-img.com/restaurant/images/Rvw/293719/640x640_rect_963842e8189463e7d1c45ff162618cca.jpg","初台SC"
"青山 鮨 かねさか","3.52","130","6954","寿司","外苑前駅","\30,000～\39,999","\10,000～\14,999","https://tabelog.com/tokyo/A1306/A130603/13250598/","東京都港区北青山2-14-4 THE AOYAMA GRAND HOTEL 19F","1070061","35.66961734870727","139.7157992743026","03-6271-5427","火・水・木・金・土・日 11:30 - 14:30 L.O. 13:00 17:30 - 22:00 L.O. 21:00 月","","18席","無","全席禁煙","予約可","","有 ビル共用","東京メトロ銀座線【外苑前駅】徒歩２分 東京メトロ銀座線・千代田線・半蔵門線【表参道駅】徒歩８分 外苑前駅から198m","https://tblg.k-img.com/restaurant/images/Rvw/363438/640x640_rect_480a010919a8a1abcb5848ab4a9cf379.jpg","初台SC"
"オー・ペシェ・グルマン","3.52","120","15961","フレンチ/ワインバー/ビストロ","幡ケ谷駅","\6,000～\7,999","-","https://tabelog.com/tokyo/A1318/A131808/13112703/","東京都渋谷区幡ヶ谷2-24-2 須原屋ビル　１Ｆ","1510072","35.67612128868927","139.67223584439887","03-6276-6332","月・水・木・金・土 18:00 - 22:30 日 18:00 - 23:00 火","火曜日","15席 （カウンター8席・２名がけテーブル席1つ・奥にソファー席あり。（5名様まで））","無","全席禁煙 玄関先での喫煙場所でお願いしております。ご協力お願い致します。","予約可","","無 裏にコインパーキングあり。","幡ヶ谷駅と笹塚駅の中間。 各駅から歩いて８分程の、 新宿方向の甲州街道沿いです。 幡ケ谷駅から449m","https://tblg.k-img.com/restaurant/images/Rvw/42895/640x640_rect_42895236.jpg","初台SC"
"コ．トゥ．タモ．ペヴァ","3.52","92","5229","ロシア料理","東中野駅","\3,000～\3,999","\1,000～\1,999","https://tabelog.com/tokyo/A1319/A131901/13151562/","東京都中野区東中野1-15-3 東ビル 1F","1640003","35.70241264088052","139.68557004636577","03-6325-7116","月・火・水・木・金・土 12:00 - 14:20 18:00 - 21:30 日","","12席","無","全席禁煙","予約可","","無","JR東中野駅から徒歩10分 中野坂上駅から徒歩10分 東中野駅から460m","https://tblg.k-img.com/restaurant/images/Rvw/292192/640x640_rect_a96035d30860345b40944f15fcc9e76a.jpg","初台SC"
"キガルニワショク弾","3.52","89","10073","日本料理","代々木上原駅","\10,000～\14,999","-","https://tabelog.com/tokyo/A1318/A131811/13200682/","東京都渋谷区上原1-33-12 2F","1510064","35.66921313869635","139.68069061432314","03-6804-8935","火・水・木・金・土・日 17:00 - 23:30 月","","","無","全席禁煙","予約可","","無","代々木上原駅から92m","https://tblg.k-img.com/restaurant/images/Rvw/97765/320x320_rect_97765768.jpg","初台SC"
"Luna e Gatto","3.52","84","7146","イタリアン/パスタ/イノベーティブ","神泉駅","\10,000～\14,999","\5,000～\5,999","https://tabelog.com/tokyo/A1303/A130301/13299438/","東京都渋谷区神泉町9-12 カサデチェーロ 101","1500045","35.65513449757055","139.69319131241446","03-5990-4991","月・火・木・金・土・日・祝日・祝前日・祝後日 17:30 - 01:00 L.O. 料理23:30 水","","10席 （カウンタ―のみ）","無","全席禁煙","予約可","","無","井の頭線 神泉駅から徒歩4分 渋谷マークシティから徒歩10分 神泉駅から241m","https://tblg.k-img.com/restaurant/images/Rvw/302955/640x640_rect_0f8a762db81920f722c9fcd2d597137d.jpg","初台SC"
"Pigeon","3.52","73","10482","フレンチ","代々木上原駅","\15,000～\19,999","\6,000～\7,999","https://tabelog.com/tokyo/A1318/A131811/13221675/","東京都渋谷区上原3-1-3 タカタビル 1F","1510064","35.667788220239636","139.6816464108391","03-6427-7615","火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 15:00 L.O. 料理13:30 ドリンク14:00 18:00 - 22:00 L.O. 料理19:30 ドリンク21:00 月","月曜","12席","無","全席禁煙","完全予約制","","無","代々木上原駅より徒歩3分 代々木八幡駅より徒歩9分 代々木上原駅から223m","https://tblg.k-img.com/restaurant/images/Rvw/88283/640x640_rect_88283125.jpg","初台SC"
"Shot Bar ゾートロープ","3.52","72","7708","バー","新宿西口駅","\3,000～\3,999","-","https://tabelog.com/tokyo/A1304/A130401/13026543/","東京都新宿区西新宿7-10-14 ガイアビル３Ｆ","1600023","35.69450833788057","139.69847138340438","03-3363-0162","月・火・水・木・金・土 17:00 - 23:00 日・祝日","","16席 （カウンター9席、テーブル8席）","無","全席禁煙","予約可","","無","JR新宿駅・西口徒歩6分 西武新宿駅徒歩4分 新宿西口駅から118m","https://tblg.k-img.com/restaurant/images/Rvw/20377/640x640_rect_20377932.jpg","初台SC"
"日本料理 さくま","3.52","35","2462","日本料理/海鮮","新宿御苑前駅","\30,000～\39,999","-","https://tabelog.com/tokyo/A1304/A130402/13241141/","東京都新宿区四谷4-24 滝沢ビル 1F","1600004","35.689672748694534","139.71579100450518","03-6273-0566","11:00 - 21:00 営業時間・","","","無","全席禁煙","完全予約制","","無","新宿御苑前駅から474m","https://tblg.k-img.com/restaurant/images/Rvw/338746/640x640_rect_af4d68b766b282a39f22bb72d50c76ef.jpg","初台SC"
"PIZZERIA CAPOLI","3.51","2933","167781","ピザ/イタリアン/パスタ","新宿駅","\3,000～\3,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13123990/","東京都新宿区新宿4-1-9 新宿ユースビルPAX B1F","1600022","35.68893233788539","139.70247768334528","03-5363-1787","月・火・水・木・金 11:00 - 15:00 17:00 - 22:30 土 11:00 - 16:00 16:00 - 22:30 日・祝日 11:00 - 16:00 16:00 - 22:00","","66席 （平日・土日祝日ともに半分ほどフリー席を設けております）","無","全席禁煙","予約可","ピザ 百名店 2021","無 近隣にコインパーキングあり","JR新宿駅 東南口 徒歩１分 地下鉄副都心線 新宿三丁目 徒歩３分 新宿駅から272m","https://tblg.k-img.com/restaurant/images/Rvw/16715/640x640_rect_16715562.jpg","初台SC"
"麺匠 竹虎 本店","3.51","1532","47372","ラーメン/つけ麺/居酒屋","西武新宿駅","\1,000～\1,999","～\999","https://tabelog.com/tokyo/A1304/A130401/13060368/","東京都新宿区歌舞伎町2-36-3 新宿アシベ会館","1600021","35.69590883788094","139.70243078341576","03-5292-5825","月・火・水・木・金・土 11:00 - 09:00 L.O. 08:30 日 11:00 - 05:30 L.O. 05:00","無休","26席 （カウンター6席、6人テーブル×2、4人テーブル×2。）","有 （2人可、4人可、6人可）","全席禁煙","予約不可","","無 近くの有料駐車場：ハイジア駐車場248台収容、新宿東宝ビル157台収容、ほか","西武新宿線【西武新宿駅】徒歩４分 東京メトロ丸ノ内線【新宿駅】徒歩６分 ＪＲ中央線他【新宿駅】東口 徒歩７分 都営地下鉄大江戸線【新宿西口駅】徒歩８分 西武新宿駅から213m","https://tblg.k-img.com/restaurant/images/Rvw/301343/640x640_rect_843728858a95bf42d8a33a5f2521128a.jpg","初台SC"
"RODEO & Cafe","3.51","1491","95938","イタリアン/カフェ/バル","渋谷駅","\6,000～\7,999","\1,000～\1,999","https://tabelog.com/tokyo/A1303/A130301/13228696/","東京都渋谷区宇田川町35-1 1F","1500042","35.661610237901","139.69701708307315","03-6455-2562","月・火・水・木・金・土 11:30 - 14:30 17:00 - 23:00 L.O. 料理22:00 ドリンク22:30 日 11:30 - 14:30 17:00 - 22:00 L.O. 料理","","70席 （カウンター９席 テーブル６１席）","無","全席禁煙","予約可","","無 東急ハンズ 近隣コインパーキングをご利用下さい。","ＪＲ渋谷駅から徒歩５分 １０９の右を東急百貨店本店方面へ本店を右へ ファミリーマートを右へ進み 左に１００円ショップダイソーの 横を入ります。(右に吉本無限大∞ホール) 渋谷駅から488m","https://tblg.k-img.com/restaurant/images/Rvw/104155/640x640_rect_104155074.jpg","初台SC"
"新宿中村屋 manna","3.51","1134","30465","カレー/洋食/インドカレー","新宿駅","\2,000～\2,999","\2,000～\2,999","https://tabelog.com/tokyo/A1304/A130401/13174647/","東京都新宿区新宿3-26-13 新宿中村屋ビル B2F","1600022","35.6918663786888","139.70218555453692","03-5362-7501","月・火・水・木・金・土 11:00 - 22:00 L.O. 21:30 日・祝日 11:00 - 21:00 L.O. 20:30","","120席 （テーブル120席）","無","全席禁煙","予約不可","","無 近隣に路上パーキングあり","JR線をご利用の方 新宿駅東口から徒歩2分 東京メトロ丸の内線をご利用の方 新宿駅A6出入口直結 新宿駅から256m","https://tblg.k-img.com/restaurant/images/Rvw/325605/640x640_rect_cb7b6cf39809ba4bf2ce2606cab9b18a.jpg","初台SC"
"おひつ膳 田んぼ 代々木本店","3.51","1041","52385","日本料理/おにぎり/うなぎ","南新宿駅","\2,000～\2,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130403/13000681/","東京都渋谷区代々木1-41-9 DMK代々木ビル 1F","1510053","35.682405248694074","139.69988998444293","03-3320-0727","08:00 - 20:00 営業時間・","","27席","無","全席禁煙","予約不可","","無 近くのコイン・パーキング：代々木1-4-1に10台収容、1-4-8に4台収容、ほか","ＪＲ中央線・山手線【代々木駅】西口 徒歩３分 都営地下鉄大江戸線【代々木駅】徒歩３分 小田急小田原線【南新宿駅】徒歩３分 南新宿駅から166m","https://tblg.k-img.com/restaurant/images/Rvw/79220/640x640_rect_79220199.jpg","初台SC"
"GINGER GRASS modern thai vietnamese","3.51","1000","54296","タイ料理/ベトナム料理/ワインバー","代々木駅","\5,000～\5,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13223381/","東京都渋谷区代々木2-2-1 小田急サザンタワー 1F","1510053","35.68640873788636","139.70047988332118","03-6630-0004","月・火・水・木・金・土・祝前日 11:00 - 23:00 日・祝日 11:00 - 22:00","","109席 （テラス席 6席）","有 （10～20人可） 16名様までご利用できる個室が１つあります。詳しくはお問合せくださいませ。","全席禁煙 ビル４Fに喫煙スペースあり","予約可","","有 小田急サザンタワーセンチュリーホテルの地下駐車場をご利用ください。","JR各線新宿駅「新南」改札より徒歩３分 都営地下鉄新宿線・大江戸線、京王新線【新宿駅】A1出口徒歩１分 小田急小田原線【新宿駅】南口徒歩３分 サザンタワー１階、サザンタワー口より入った場合、エスカレーターで１つお下がりください。 代々木駅から313ｍ 代々木駅から318m","https://tblg.k-img.com/restaurant/images/Rvw/311735/640x640_rect_9f041fb2f24fa0a5f48d0e2ae8dc4ee6.jpg","初台SC"
"キッチン ハセガワ","3.51","996","75554","ハンバーグ/洋食/イタリアン","神泉駅","\4,000～\4,999","\1,000～\1,999","https://tabelog.com/tokyo/A1303/A130301/13158274/","東京都渋谷区円山町22-16 1F","1500044","35.65678863790322","139.6943651830263","03-6416-1081","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:30 - 15:30 L.O. 15:00 17:00 - 23:00 L.O. 料理22:00 ドリンク22:30","不定休","22席 （カウンター6席、テーブル１６席(４人用×４卓)）","無","全席禁煙","予約不可","","無 近くのコイン・パーキング：円山町17に8台収容、ほか","京王井の頭線【神泉駅】徒歩２分 東京メトロ半蔵門線、東急田園都市線【渋谷駅】徒歩８分 ＪＲ山手線【渋谷駅】ハチ公口／南口 徒歩10分 東京メトロ銀座線【渋谷駅】徒歩11分 （マークシティー内を抜けると最短です） 神泉駅から88m","https://tblg.k-img.com/restaurant/images/Rvw/195078/640x640_rect_fec20257c8e0c0da9196ccd97aa8518e.jpg","初台SC"
"魚真 渋谷店","3.51","903","66837","居酒屋/寿司/かに","神泉駅","\5,000～\5,999","-","https://tabelog.com/tokyo/A1303/A130301/13001781/","東京都渋谷区道玄坂2-25-5 島田ビル 1F","1500043","35.66017443790175","139.696493783059","03-3464-3000","月・火・水・木・金・土・日・祝日・祝前日・祝後日 17:00 - 23:00","なし","50席 （カウンター18席/テーブル37席/小上がり8?10席）","無 7名様から10名様位までの半個室ございます。","全席禁煙","予約可","","無","東京メトロ半蔵門線、東急田園都市線【渋谷駅】徒歩４分 京王井の頭線【渋谷駅】西口 徒歩５分 ＪＲ山手線・埼京線【渋谷駅】ハチ公口 徒歩６分 東京メトロ銀座線【渋谷駅】徒歩７分 東京メトロ副都心線、東急東横線【渋谷駅】徒歩８分 神泉駅から414m","https://tblg.k-img.com/restaurant/images/Rvw/139763/640x640_rect_139763961.jpg","初台SC"
"shiari samgyetang","3.51","862","35078","韓国料理/薬膳","表参道駅","\3,000～\3,999","\2,000～\2,999","https://tabelog.com/tokyo/A1306/A130602/13286336/","東京都渋谷区神宮前3-4-3 パークサイド表参道 1F","1500001","35.66850483790164","139.71273188313177","03-6826-9498","11:00 - 22:00 L.O. 21:30 年末年始は","","13席 （カウンター13席）","無","全席禁煙","予約可","","無","東京メトロ銀座線他 表参道駅A2出口 徒歩5分 表参道駅から370m","https://tblg.k-img.com/restaurant/images/Rvw/210400/640x640_rect_7f87f388ac9525bdd15c04f68b080461.jpg","初台SC"
